Levy,Manufacturer,Model,Prod. year,Leather interior,Engine volume,Mileage,Cylinders,Doors,Color,Airbags,Wheel__Right-hand drive,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,Gear_box_type_Automatic,Gear_box_type_Manual,Gear_box_type_Tiptronic,Gear_box_type_Variator,fuel_type__CNG,fuel_type__Diesel,fuel_type__Hybrid,fuel_type__Hydrogen,fuel_type__LPG,fuel_type__Petrol,fuel_type__Plug-in Hybrid,category__Coupe,category__Goods wagon,category__Hatchback,category__Jeep,category__Limousine,category__Microbus,category__Minivan,category__Pickup,category__Sedan,category__Universal
585,HYUNDAI,Elantra,2013,0,1.8,131638,4.0,2,Golden,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
640,SSANGYONG,REXTON,2013,1,2.0,53283,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,BMW,335,2008,1,3.0,0,6.0,1,Black,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,JEEP,Liberty,2003,0,3.7,32000,6.0,2,Blue,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,HONDA,FIT,2004,0,1.3,150000,4.0,2,Silver,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,TOYOTA,Prius,2008,0,1.5,152700,4.0,2,White,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
915,AUDI,Q7,2014,1,3.0,98803,6.0,2,Grey,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1172,MERCEDES-BENZ,E 350,2011,1,3.5,230696,6.0,2,Black,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FORD,Edge,2007,0,3.5,120000,6.0,2,Grey,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,TOYOTA,Aqua L paketi,2014,0,1.5,70000,4.0,2,Silver,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
642,SSANGYONG,Korando,2012,1,2.0,114853,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
765,HYUNDAI,Sonata,2015,1,2.0,455579,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,NISSAN,Note,2005,0,1.5,108000,4.0,2,Silver,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1399,LEXUS,RX 450,2010,1,3.5,186005,6.0,2,Silver,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,MERCEDES-BENZ,Vito,2004,0,2.2,0,4.0,2,White,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
639,CHEVROLET,Malibu,2014,1,2.0,76686,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
831,HONDA,Civic,2018,1,1.5,22237,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
843,RENAULT,Scenic,2008,0,1.5,230000,4.0,2,Grey,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
919,MERCEDES-BENZ,GL 350,2012,1,3.0,149171,6.0,2,Black,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
781,VOLKSWAGEN,Jetta,2012,1,2.5,76000,5.0,3,White,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
502,HONDA,Civic,2013,1,1.5,118240,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,HYUNDAI,Santa FE,2011,1,2.0,215647,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
730,SSANGYONG,Actyon,2016,1,1.6,115031,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,VOLKSWAGEN,Crafter,2007,0,2.5,228000,4.0,2,White,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
738,CHEVROLET,Cruze,2017,0,1.4,46800,4.0,2,Black,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924,TOYOTA,Corolla Im,2017,0,1.8,27000,4.0,2,White,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
642,HYUNDAI,Tucson,2012,1,2.0,169700,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,HYUNDAI,Elantra,2011,1,1.6,125062,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
531,MINI,Countryman,2012,1,1.6,75000,4.0,2,Blue,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
810,HYUNDAI,Elantra,2016,1,1.8,133437,4.0,2,Brown,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1268,TOYOTA,Aqua,2012,0,1.5,125000,4.0,2,Silver,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,HYUNDAI,H1,2014,1,2.5,107483,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1017,MERCEDES-BENZ,E 300,2017,1,2.0,66933,4.0,2,White,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,TOYOTA,Prius,2010,0,1.8,120000,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,TOYOTA,Camry Se,2014,1,2.5,95000,4.0,2,Black,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
790,DAEWOO,Lacetti,2009,1,1.6,84818,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,FORD,Taurus X,2007,1,3.5,168000,6.0,2,Blue,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,OPEL,Astra,2002,0,2.0,237700,4.0,2,Grey,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,CHEVROLET,Cruze,2018,1,1.4,65738,4.0,2,Red,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,SUBARU,Legacy,2000,0,2.0,200000,4.0,2,Black,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
988,TOYOTA,Prius,2007,0,1.5,318400,4.0,2,Silver,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1646,LEXUS,GX 460,2015,1,4.6,129931,8.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
289,FORD,Escape,2008,1,0.4,349288,4.0,2,Blue,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,MERCEDES-BENZ,E 270,1999,0,2.7,425000,5.0,2,Silver,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
640,FORD,Taurus,2013,1,2.0,58901,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
781,TOYOTA,RAV 4,2012,1,2.5,73136,4.0,2,Blue,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
308,TOYOTA,Prius,2014,0,1.8,90000,4.0,2,Blue,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,MERCEDES-BENZ,E 320,2000,1,3.2,0,6.0,2,Silver,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639,HYUNDAI,Sonata,2014,1,2.0,55210,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1017,MERCEDES-BENZ,GLA 250,2017,1,2.0,43651,4.0,2,Silver,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,HONDA,Odyssey,2002,0,2.3,0,4.0,2,Black,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
891,HYUNDAI,Sonata,2016,1,2.0,354569,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
765,HYUNDAI,Sonata,2015,1,2.0,269972,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,MAZDA,MPV,2004,0,2.3,272000,4.0,2,Red,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
988,TOYOTA,Prius,2007,0,1.5,150000,4.0,2,Carnelian red,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
934,MAZDA,CX-5,2015,0,2.5,140000,4.0,2,Grey,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1249,TOYOTA,Camry,2017,1,2.5,60117,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
640,FORD,Fusion,2013,1,2.0,137000,4.0,2,Grey,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
862,FORD,Fusion,2011,1,2.5,174899,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
751,HYUNDAI,Sonata,2013,1,2.4,0,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
891,BMW,328,2016,1,2.0,70195,4.0,2,White,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
431,HYUNDAI,Sonata,2016,1,2.0,71218,4.0,2,Black,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,VOLKSWAGEN,Passat,1999,1,1.8,0,4.0,2,Black,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
779,CHEVROLET,Malibu,2013,1,2.5,228285,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
784,HONDA,Civic,2017,1,1.5,58282,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
919,AUDI,Q7,2012,1,3.0,241344,6.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
586,LEXUS,CT 200h,2012,1,1.8,174106,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TOYOTA,Prius,2008,0,1.6,0,4.0,2,Silver,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,FIT,2002,0,1.3,0,4.0,2,Blue,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
831,HONDA,FIT,2018,1,1.5,6213,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,VAZ,2106,1986,0,1.3,1000,2.0,2,Blue,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2151,LEXUS,GX 470,2009,1,4.7,226000,8.0,2,Silver,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1273,TOYOTA,Sienna,2015,1,3.5,93000,6.0,2,Black,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
394,TOYOTA,Camry,2014,1,2.5,179381,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1292,MERCEDES-BENZ,GLE 350,2016,1,3.0,49499,6.0,2,Silver,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,FORD,Transit,1992,0,2.5,0,4.0,2,White,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
834,TOYOTA,Tacoma,2013,1,2.7,158870,4.0,2,White,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,FORD,Fiesta,2013,0,1.6,102581,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,FIT,2006,0,1.3,191000,2.0,2,Black,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
707,SSANGYONG,Actyon,2011,1,2.0,303000,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751,HYUNDAI,Sonata,2013,1,2.4,216118,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Tucson,2016,1,2.0,121764,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
836,HYUNDAI,Genesis,2010,1,2.0,115363,4.0,2,Red,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
562,FIAT,500,2015,1,1.4,64000,4.0,1,White,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
585,TOYOTA,Prius,2013,1,1.8,173933,4.0,2,Silver,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1714,TOYOTA,Tacoma,2017,1,3.5,174827,6.0,2,Silver,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Sonata,2016,1,2.0,48042,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,BMW,X5,2008,1,4.8,230000,12.0,2,Black,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
919,BMW,X5,2012,1,3.0,149520,6.0,2,Grey,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
640,CHEVROLET,Captiva,2013,1,2.0,153000,4.0,2,Grey,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
779,TOYOTA,Camry,2013,1,2.5,225510,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TOYOTA,Prius,2013,0,1.5,0,4.0,2,Silver,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
585,HYUNDAI,Elantra,2013,1,1.8,230746,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
697,VOLKSWAGEN,Jetta,2015,1,1.8,65000,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
687,HYUNDAI,Elantra,2010,1,1.6,128965,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,AUDI,A3 PREMIUM,2015,1,1.8,38000,4.0,2,Grey,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,MERCEDES-BENZ,Vito,2014,1,2.2,287000,6.0,2,Beige,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1017,MERCEDES-BENZ,E 300,2017,1,2.0,35874,4.0,2,Black,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
694,HYUNDAI,Santa FE,2014,1,2.2,51905,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,TOYOTA,Camry,2019,1,2.5,39552,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
640,SSANGYONG,REXTON,2013,1,2.0,114778,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
765,HYUNDAI,Sonata,2015,1,2.0,603970,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,MERCEDES-BENZ,E 270,2001,0,2.7,305000,5.0,2,Silver,12,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1829,TOYOTA,CHR,2019,0,1.2,84000,4.0,2,Carnelian red,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,MITSUBISHI,Delica,2007,0,2.4,227000,6.0,2,Grey,6,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,KIA,Optima,2014,1,2.4,43000,6.0,2,White,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1077,TOYOTA,CHR,2019,1,2.0,24339,4.0,2,Blue,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
697,HYUNDAI,Elantra,2015,1,1.8,96000,4.0,2,Silver,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,FORD,Mustang,2015,1,2.3,48000,4.0,1,Silver,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,MERCEDES-BENZ,ML 350,2004,1,3.7,186000,6.0,2,Black,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
784,HONDA,Civic,2017,1,1.5,7176,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
934,TOYOTA,Camry,2015,1,2.5,173101,4.0,2,Silver,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
707,HYUNDAI,Santa FE,2011,1,2.0,56557,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,JAGUAR,XF,2008,1,4.2,1000,6.0,2,Black,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,TOYOTA,Prius,2005,0,1.5,43200,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,TOYOTA,Aqua,2017,1,1.5,181474,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,FORD,Fiesta 1.6,2014,0,1.6,134400,3.0,2,Grey,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
765,FORD,Focus,2015,0,2.0,217600,4.0,2,White,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
891,HYUNDAI,Santa FE,2016,1,2.0,122184,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,NISSAN,X-Terra,2006,0,4.0,159000,6.0,2,Black,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,SUBARU,Forester stb,2000,0,2.0,123333,4.0,2,Black,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1051,CHEVROLET,Equinox,2016,1,2.4,0,4.0,2,Silver,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1624,MERCEDES-BENZ,ML 350,2009,1,3.5,274088,6.0,2,Black,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
640,SSANGYONG,REXTON,2013,1,2.0,142000,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
781,TOYOTA,Camry,2012,0,2.5,113000,4.0,2,Black,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Santa FE,2016,1,2.0,102313,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,CHEVROLET,Volt,2016,1,1.5,125018,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
609,HONDA,FIT,2016,1,1.3,70000,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1327,TOYOTA,4Runner,2011,0,4.0,137600,6.0,2,Grey,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,TOYOTA,Fun Cargo,2000,0,1.5,215000,4.0,2,Black,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,MERCEDES-BENZ,S 350,2005,1,3.5,79000,6.0,2,White,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
765,SUBARU,XV,2015,1,2.0,250005,4.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
645,HONDA,Civic,2011,1,1.8,106000,4.0,2,Black,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
993,OPEL,Astra,2006,0,1.3,27000,16.0,2,Black,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,TOYOTA,Prius,2013,0,1.8,169000,4.0,2,Silver,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,HUMMER,H3,2008,1,3.7,90000,8.0,2,Black,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1399,MERCEDES-BENZ,E 350,2010,1,3.5,239224,6.0,2,Black,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,NISSAN,Altima,2015,0,2.5,14500,4.0,2,Black,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1058,HONDA,Odyssey,2012,1,3.5,0,6.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1282,CHEVROLET,Captiva,2007,1,2.0,63558,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1525,MERCEDES-BENZ,C 180,1998,0,1.8,111111,4.0,2,White,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
862,FORD,Escape,2011,1,2.5,130306,4.0,2,Green,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,MERCEDES-BENZ,E 270,2000,0,2.7,210000,5.0,2,Black,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,FIT,2003,0,1.3,175000,4.0,2,Blue,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
765,HYUNDAI,Elantra,2015,0,2.0,150000,4.0,2,Blue,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
988,TOYOTA,Prius,2007,0,1.5,212000,4.0,2,Red,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
843,TOYOTA,Prius,2008,0,1.5,205000,4.0,2,Green,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,BMW,M5,2006,1,5.0,70000,10.0,2,Black,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
530,NISSAN,Juke,2013,1,1.6,129128,4.0,2,White,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,AUDI,Q5,2011,1,2.0,148000,4.0,2,Blue,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
765,CHEVROLET,Malibu,2015,1,2.0,110000,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,MERCEDES-BENZ,ML 320,2009,1,3.0,120345,6.0,2,Black,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1141,MITSUBISHI,Outlander,2009,0,2.4,153000,4.0,2,Silver,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1641,INFINITI,QX56,2012,1,5.6,149466,8.0,2,Grey,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
891,HYUNDAI,Santa FE,2016,1,2.0,121639,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
333,FORD,C-MAX,2014,1,2.0,50100,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
